time,pain_level,predicted_pain,is_actual,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation_probability,precipitation,rain,showers,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,visibility,evapotranspiration,et0_fao_evapotranspiration,vapour_pressure_deficit
2025-06-21 05:00:00,0.0,0.0,True,21.1,71,15.6,22.1,1,0.0,0.0,0.0,0.0,0.0,0,1017.6,1015.4,0,0,0,0,23800.0,0.0,0.01,0.73
2025-06-21 06:00:00,0.0,0.0,True,21.1,74,16.3,22.7,1,0.0,0.0,0.0,0.0,0.0,0,1018.4,1016.2,13,0,13,0,22300.0,0.0,0.02,0.65
2025-06-21 07:00:00,0.0,0.0,True,22.8,72,17.5,25.3,1,0.0,0.0,0.0,0.0,0.0,2,1019.3,1017.1,60,0,60,0,23400.0,0.0,0.06,0.78
2025-06-21 08:00:00,0.0,0.0,True,25.1,58,16.3,26.7,1,0.0,0.0,0.0,0.0,0.0,0,1019.6,1017.4,0,0,0,0,33200.0,0.0,0.18,1.34
2025-06-21 09:00:00,0.0,0.0,True,26.4,54,16.3,28.0,1,0.0,0.0,0.0,0.0,0.0,3,1020.2,1018.0,96,0,96,0,35100.0,0.0,0.33,1.58
2025-06-21 10:00:00,0.0,0.0,True,28.4,51,17.3,30.7,0,0.0,0.0,0.0,0.0,0.0,0,1019.9,1017.7,15,0,15,0,37200.0,0.0,0.42,1.89
2025-06-21 11:00:00,0.0,0.0,True,29.4,52,18.5,32.6,0,0.0,0.0,0.0,0.0,0.0,0,1019.5,1017.3,2,2,0,0,36200.0,0.0,0.57,1.97
2025-06-21 12:00:00,0.0,0.0,True,30.6,44,17.0,33.9,0,0.0,0.0,0.0,0.0,0.0,0,1019.8,1017.6,0,0,0,0,43500.0,0.0,0.67,2.46
2025-06-21 13:00:00,0.0,0.0,True,31.4,45,18.0,34.9,0,0.0,0.0,0.0,0.0,0.0,0,1019.8,1017.6,4,4,1,0,44500.0,0.0,0.73,2.53
2025-06-21 14:00:00,0.0,0.0,True,31.4,43,17.4,34.2,1,0.0,0.0,0.0,0.0,0.0,0,1019.5,1017.3,0,0,0,0,44700.0,0.0,0.73,2.62
2025-06-21 15:00:00,0.0,0.0,True,31.0,46,18.1,33.4,4,0.0,0.0,0.0,0.0,0.0,0,1018.9,1016.7,8,8,1,0,40900.0,0.0,0.68,2.43
2025-06-21 16:00:00,0.0,0.0,True,29.9,50,18.3,31.4,9,0.0,0.0,0.0,0.0,0.0,1,1018.5,1016.3,32,32,0,0,37500.0,0.0,0.57,2.11
2025-06-21 17:00:00,0.0,0.0,True,28.6,55,18.7,29.6,3,0.0,0.0,0.0,0.0,0.0,2,1018.3,1016.1,58,58,0,8,31800.0,0.0,0.45,1.76
2025-06-21 18:00:00,0.0,0.0,True,28.2,59,19.5,29.7,5,0.0,0.0,0.0,0.0,0.0,2,1018.1,1015.9,58,0,0,58,30600.0,0.0,0.34,1.57
2025-06-21 19:00:00,0.0,0.0,True,28.4,56,18.8,29.4,2,0.0,0.0,0.0,0.0,0.0,2,1018.1,1015.9,51,0,0,51,32600.0,0.0,0.24,1.7
2025-06-21 20:00:00,0.0,0.0,True,26.8,61,18.6,28.2,0,0.0,0.0,0.0,0.0,0.0,2,1018.0,1015.8,69,1,0,69,28800.0,0.0,0.13,1.37
2025-06-21 21:00:00,0.0,0.0,True,25.2,73,20.1,27.6,1,0.0,0.0,0.0,0.0,0.0,1,1018.2,1016.0,27,0,0,27,20700.0,0.0,0.06,0.87
2025-06-21 22:00:00,0.0,0.0,True,25.0,67,18.5,27.5,2,0.0,0.0,0.0,0.0,0.0,0,1019.0,1016.8,16,0,16,5,23900.0,0.0,0.01,1.05
2025-06-21 23:00:00,0.0,0.0,True,25.9,59,17.3,26.5,3,0.0,0.0,0.0,0.0,0.0,0,1018.6,1016.4,9,0,9,0,30300.0,0.0,0.09,1.37
2025-06-22 00:00:00,0.0,0.0,True,27.3,55,17.5,28.5,3,0.0,0.0,0.0,0.0,0.0,3,1018.6,1016.4,100,0,100,0,32300.0,0.0,0.08,1.64
2025-06-22 01:00:00,0.0,0.0,True,26.6,59,17.9,27.9,1,0.0,0.0,0.0,0.0,0.0,3,1018.9,1016.7,99,0,99,0,29100.0,0.0,0.07,1.43
2025-06-22 02:00:00,0.0,0.0,True,26.1,60,17.7,27.4,1,0.0,0.0,0.0,0.0,0.0,1,1018.0,1015.8,23,0,23,0,29400.0,0.0,0.06,1.35
2025-06-22 03:00:00,0.0,0.0,True,25.4,62,17.6,26.6,1,0.0,0.0,0.0,0.0,0.0,45,1017.7,1015.5,22,22,2,0,300.0,0.0,0.06,1.23
2025-06-22 04:00:00,0.0,0.0,True,24.4,68,18.1,25.9,1,0.0,0.0,0.0,0.0,0.0,0,1017.6,1015.4,0,0,0,0,24100.0,0.0,0.04,0.98
2025-06-22 05:00:00,0.0,0.0,True,24.5,68,18.2,25.8,1,0.0,0.0,0.0,0.0,0.0,0,1017.3,1015.1,0,0,0,0,24300.0,0.0,0.05,0.99
2025-06-22 06:00:00,0.0,0.0,True,24.6,69,18.6,26.4,1,0.0,0.0,0.0,0.0,0.0,0,1018.2,1016.0,0,0,0,0,22600.0,0.0,0.05,0.96
2025-06-22 07:00:00,0.0,0.0,True,25.1,72,19.7,27.4,1,0.0,0.0,0.0,0.0,0.0,3,1018.8,1016.6,99,2,99,99,20700.0,0.0,0.08,0.89
2025-06-22 08:00:00,0.0,0.0,True,24.6,74,19.7,26.9,1,0.0,0.0,0.0,0.0,0.0,3,1019.2,1017.0,99,9,99,89,20300.0,0.0,0.09,0.81
2025-06-22 09:00:00,0.0,0.0,True,24.5,81,21.1,27.7,19,0.0,0.0,0.0,0.0,0.0,3,1020.0,1017.8,99,8,99,99,16900.0,0.0,0.11,0.59
2025-06-22 10:00:00,0.0,0.0,True,24.7,82,21.5,27.7,28,0.0,0.0,0.0,0.0,0.0,3,1019.8,1017.6,99,7,99,99,17100.0,0.0,0.15,0.56
2025-06-22 11:00:00,0.0,0.0,True,24.3,92,22.9,26.0,39,0.0,0.0,0.0,0.0,0.0,3,1018.1,1015.9,99,14,99,99,13000.0,0.0,0.1,0.24
2025-06-22 12:00:00,0.0,0.0,True,25.4,85,22.7,28.9,49,0.1,0.1,0.0,0.0,0.0,51,1016.7,1014.5,99,89,65,99,16600.0,0.0,0.31,0.49
2025-06-22 13:00:00,0.0,0.0,True,27.1,81,23.6,32.0,27,0.0,0.0,0.0,0.0,0.0,3,1016.7,1014.5,99,6,11,99,17100.0,0.0,0.55,0.68
2025-06-22 14:00:00,0.0,0.0,True,29.7,62,21.6,32.0,15,0.0,0.0,0.0,0.0,0.0,3,1016.6,1014.4,99,71,0,99,26400.0,0.0,0.56,1.58
2025-06-22 15:00:00,0.0,0.0,True,31.4,60,22.7,34.4,15,0.0,0.0,0.0,0.0,0.0,3,1015.9,1013.7,100,2,0,100,28000.0,0.0,0.65,1.84
2025-06-22 16:00:00,0.0,0.0,True,32.3,54,21.8,34.5,0,0.0,0.0,0.0,0.0,0.0,3,1014.9,1012.7,100,0,0,100,33300.0,0.0,0.63,2.23
2025-06-22 17:00:00,0.0,0.0,True,32.9,52,21.8,35.0,0,0.0,0.0,0.0,0.0,0.0,3,1015.6,1013.4,100,0,0,100,35300.0,0.0,0.54,2.4
2025-06-22 18:00:00,0.0,0.0,True,33.1,51,21.6,35.2,1,0.0,0.0,0.0,0.0,0.0,1,1015.7,1013.5,23,0,0,23,35900.0,0.0,0.42,2.48
2025-06-22 19:00:00,0.0,0.0,False,32.5,54,22.0,35.2,1,0.0,0.0,0.0,0.0,0.0,0,1015.6,1013.4,3,0,0,3,34000.0,0.0,0.28,2.25
2025-06-22 20:00:00,0.0,0.0,False,31.0,60,22.4,34.7,1,0.0,0.0,0.0,0.0,0.0,0,1016.0,1013.8,0,0,0,0,29800.0,0.0,0.13,1.8
2025-06-22 21:00:00,0.0,0.0,False,29.3,67,22.6,33.5,1,0.0,0.0,0.0,0.0,0.0,95,1016.2,1014.0,100,0,0,100,24900.0,0.0,0.06,1.35
2025-06-22 22:00:00,0.0,0.0,False,28.2,72,22.7,32.4,1,0.0,0.0,0.0,0.0,0.0,3,1016.1,1013.9,92,0,0,92,21600.0,0.0,0.03,1.07
2025-06-22 23:00:00,0.0,0.0,False,27.7,74,22.7,31.9,2,0.0,0.0,0.0,0.0,0.0,0,1016.9,1014.7,4,4,0,0,20500.0,0.0,0.03,0.97
2025-06-23 00:00:00,0.0,0.0,False,27.2,77,22.9,31.4,3,0.0,0.0,0.0,0.0,0.0,0,1017.2,1015.0,0,0,0,0,19400.0,0.0,0.02,0.83
2025-06-23 01:00:00,0.0,0.0,False,26.9,78,22.8,31.0,3,0.0,0.0,0.0,0.0,0.0,0,1016.9,1014.7,0,0,0,0,18600.0,0.0,0.02,0.78
2025-06-23 02:00:00,0.0,0.0,False,26.3,82,23.0,30.9,4,0.0,0.0,0.0,0.0,0.0,0,1016.4,1014.2,0,0,0,0,17200.0,-0.0,0.0,0.62
2025-06-23 03:00:00,0.0,0.0,False,25.3,88,23.2,30.3,3,0.0,0.0,0.0,0.0,0.0,0,1016.7,1014.5,0,0,0,0,14900.0,-0.0,0.0,0.39
2025-06-23 04:00:00,0.0,0.0,False,25.3,87,23.0,29.7,2,0.0,0.0,0.0,0.0,0.0,0,1017.1,1014.9,0,0,0,0,15100.0,0.0,0.0,0.42
2025-06-23 05:00:00,0.0,0.0,False,25.1,88,23.0,29.5,4,0.0,0.0,0.0,0.0,0.0,0,1017.4,1015.2,0,0,0,0,14500.0,0.0,0.0,0.38
2025-06-23 06:00:00,0.0,0.0,False,25.0,91,23.5,30.0,3,0.0,0.0,0.0,0.0,0.0,0,1017.8,1015.6,2,2,0,0,13600.0,0.0,0.02,0.29
2025-06-23 07:00:00,0.0,0.0,False,26.6,88,24.5,32.1,2,0.0,0.0,0.0,0.0,0.0,0,1018.4,1016.2,3,3,0,0,14900.0,0.0,0.07,0.42
2025-06-23 08:00:00,0.0,0.0,False,28.4,81,24.8,34.1,2,0.0,0.0,0.0,0.0,0.0,95,1019.1,1016.9,5,5,0,0,17600.0,0.0,0.19,0.73
2025-06-23 09:00:00,0.0,0.0,False,30.0,74,24.9,35.8,3,0.0,0.0,0.0,0.0,0.0,95,1019.4,1017.2,11,11,0,0,20900.0,0.0,0.35,1.1
2025-06-23 10:00:00,0.0,0.0,False,31.8,65,24.4,37.7,1,0.0,0.0,0.0,0.0,0.0,95,1019.3,1017.1,15,15,0,0,25500.0,0.0,0.46,1.64
2025-06-23 11:00:00,0.0,0.0,False,33.0,59,23.9,39.3,2,0.0,0.0,0.0,0.0,0.0,95,1019.3,1017.1,35,35,0,0,29600.0,0.0,0.5,2.06
2025-06-23 12:00:00,0.0,0.0,False,32.7,64,25.0,37.9,1,0.0,0.0,0.0,0.0,0.0,95,1019.2,1017.0,39,39,0,0,25900.0,0.0,0.41,1.78
2025-06-23 13:00:00,0.0,0.0,False,33.5,61,25.0,39.9,0,0.0,0.0,0.0,0.0,0.0,95,1018.9,1016.7,16,16,0,0,27500.0,0.0,0.66,2.02
2025-06-23 14:00:00,0.0,0.0,False,32.9,61,24.4,39.0,1,0.0,0.0,0.0,0.0,0.0,95,1018.3,1016.1,46,10,0,46,27200.0,0.0,0.69,1.95
2025-06-23 15:00:00,0.0,0.0,False,30.9,65,23.6,36.1,0,0.0,0.0,0.0,0.0,0.0,3,1018.2,1016.0,100,7,0,100,24400.0,0.0,0.64,1.57
2025-06-23 16:00:00,0.0,0.0,False,29.4,69,23.2,33.7,0,0.0,0.0,0.0,0.0,0.0,3,1018.3,1016.1,96,5,0,96,22400.0,0.0,0.53,1.27
2025-06-23 17:00:00,0.0,0.0,False,27.8,74,22.7,31.0,0,0.0,0.0,0.0,0.0,0.0,3,1018.3,1016.1,100,2,0,100,19500.0,0.0,0.41,0.97
2025-06-23 18:00:00,0.0,0.0,False,26.9,75,22.1,29.6,0,0.0,0.0,0.0,0.0,0.0,1,1018.2,1016.0,26,1,0,26,18900.0,0.0,0.3,0.89
2025-06-23 19:00:00,0.0,0.0,False,25.9,78,21.8,28.6,0,0.0,0.0,0.0,0.0,0.0,0,1018.3,1016.1,3,3,0,0,17900.0,0.0,0.18,0.74
2025-06-23 20:00:00,0.0,0.0,False,26.3,74,21.3,29.0,0,0.0,0.0,0.0,0.0,0.0,0,1018.4,1016.2,1,1,0,0,20100.0,0.0,0.09,0.89
2025-06-23 21:00:00,0.0,0.0,False,26.0,74,21.0,29.1,0,0.0,0.0,0.0,0.0,0.0,0,1018.4,1016.2,7,7,0,0,20700.0,0.0,0.05,0.88
2025-06-23 22:00:00,0.0,0.0,False,26.0,75,21.3,29.6,0,0.0,0.0,0.0,0.0,0.0,0,1018.3,1016.1,6,6,0,0,20400.0,0.0,0.02,0.84
2025-06-23 23:00:00,0.0,0.0,False,25.3,78,21.2,29.1,0,0.0,0.0,0.0,0.0,0.0,0,1018.3,1016.1,0,0,0,0,18800.0,-0.0,0.01,0.71
2025-06-24 00:00:00,0.0,0.0,False,24.8,80,21.2,28.7,0,0.0,0.0,0.0,0.0,0.0,0,1018.4,1016.2,1,0,0,1,17800.0,-0.0,0.0,0.63
2025-06-24 01:00:00,0.0,0.0,False,24.4,83,21.3,28.5,0,0.0,0.0,0.0,0.0,0.0,0,1018.0,1015.8,1,1,0,0,16600.0,-0.0,0.0,0.52
2025-06-24 02:00:00,0.0,0.0,False,23.9,86,21.4,28.2,0,0.0,0.0,0.0,0.0,0.0,0,1018.1,1015.9,1,1,0,1,15400.0,-0.0,0.0,0.41
2025-06-24 03:00:00,0.0,0.0,False,23.7,86,21.3,27.6,0,0.0,0.0,0.0,0.0,0.0,0,1018.6,1016.4,0,0,0,0,15100.0,-0.0,0.0,0.41
2025-06-24 04:00:00,0.0,0.0,False,23.6,89,21.7,27.8,0,0.0,0.0,0.0,0.0,0.0,0,1018.8,1016.6,1,1,0,0,14200.0,-0.0,0.0,0.32
2025-06-24 05:00:00,0.0,0.0,False,24.0,85,21.3,27.4,1,0.0,0.0,0.0,0.0,0.0,0,1018.6,1016.4,0,0,0,0,14800.0,-0.0,0.01,0.45
2025-06-24 06:00:00,0.0,0.0,False,24.5,84,21.7,28.0,1,0.0,0.0,0.0,0.0,0.0,0,1019.0,1016.8,0,0,0,0,16200.0,-0.0,0.02,0.49
2025-06-24 07:00:00,0.0,0.0,False,27.7,68,21.2,31.0,1,0.0,0.0,0.0,0.0,0.0,0,1019.4,1017.2,0,0,0,0,24400.0,0.0,0.11,1.19
2025-06-24 08:00:00,0.0,0.0,False,30.6,54,20.2,32.8,1,0.0,0.0,0.0,0.0,0.0,0,1020.2,1018.0,0,0,0,0,34500.0,0.0,0.28,2.02
2025-06-24 09:00:00,0.0,0.0,False,32.7,47,20.0,34.7,0,0.0,0.0,0.0,0.0,0.0,0,1019.9,1017.7,0,0,0,0,40700.0,0.0,0.44,2.63
2025-06-24 10:00:00,0.0,0.0,False,34.4,42,19.7,37.4,0,0.0,0.0,0.0,0.0,0.0,0,1019.5,1017.4,0,0,0,0,45900.0,0.0,0.56,3.16
2025-06-24 11:00:00,0.0,0.0,False,36.0,37,19.1,39.9,0,0.0,0.0,0.0,0.0,0.0,0,1019.0,1016.9,0,0,0,0,51600.0,0.0,0.67,3.75
2025-06-24 12:00:00,0.0,0.0,False,37.0,34,18.6,40.4,0,0.0,0.0,0.0,0.0,0.0,0,1018.8,1016.7,0,0,0,0,56100.0,0.0,0.79,4.15
2025-06-24 13:00:00,0.0,0.0,False,37.9,33,18.8,41.8,0,0.0,0.0,0.0,0.0,0.0,0,1018.3,1016.2,0,0,0,0,56700.0,0.0,0.83,4.41
2025-06-24 14:00:00,0.0,0.0,False,38.2,31,18.1,41.5,0,0.0,0.0,0.0,0.0,0.0,0,1017.6,1015.5,0,0,0,0,59600.0,0.0,0.84,4.62
2025-06-24 15:00:00,0.0,0.0,False,34.6,37,17.8,36.7,1,0.0,0.0,0.0,0.0,0.0,0,1016.6,1014.5,0,0,0,0,24140.0,0.0,0.76,3.46
2025-06-24 16:00:00,0.0,0.0,False,35.1,37,18.2,36.2,1,0.0,0.0,0.0,0.0,0.0,0,1015.8,1013.7,0,0,0,0,24140.0,0.0,0.72,3.55
2025-06-24 17:00:00,0.0,0.0,False,34.8,38,18.4,35.0,1,0.0,0.0,0.0,0.0,0.0,0,1015.5,1013.4,5,0,0,5,24140.0,0.0,0.63,3.44
2025-06-24 18:00:00,0.0,0.0,False,34.8,36,17.5,34.5,1,0.0,0.0,0.0,0.0,0.0,0,1015.5,1013.4,5,0,0,5,24140.0,0.0,0.51,3.55
2025-06-24 19:00:00,0.0,0.0,False,34.0,38,17.7,33.7,1,0.0,0.0,0.0,0.0,0.0,0,1015.7,1013.6,7,0,0,5,24140.0,0.0,0.38,3.29
2025-06-24 20:00:00,0.0,0.0,False,32.5,44,18.6,32.6,1,0.0,0.0,0.0,0.0,0.0,0,1015.9,1013.7,6,0,0,5,24140.0,0.0,0.26,2.73
2025-06-24 21:00:00,0.0,0.0,False,31.5,47,18.8,32.2,2,0.0,0.0,0.0,0.0,0.0,0,1015.9,1013.7,6,0,0,5,24140.0,0.0,0.18,2.44
2025-06-24 22:00:00,0.0,0.0,False,30.5,54,20.1,32.3,2,0.0,0.0,0.0,0.0,0.0,0,1016.2,1014.0,0,0,0,0,24140.0,0.0,0.11,2.0
2025-06-24 23:00:00,0.0,0.0,False,30.3,53,19.6,31.9,2,0.0,0.0,0.0,0.0,0.0,0,1016.4,1014.2,0,0,0,0,24140.0,0.0,0.11,2.02
2025-06-25 00:00:00,0.0,0.0,False,30.1,54,19.7,31.8,2,0.0,0.0,0.0,0.0,0.0,0,1016.6,1014.4,6,0,0,5,24140.0,0.0,0.11,1.96
2025-06-25 01:00:00,0.0,0.0,False,29.2,57,19.8,31.0,2,0.0,0.0,0.0,0.0,0.0,0,1016.5,1014.3,0,0,0,0,24140.0,0.0,0.09,1.74
2025-06-25 02:00:00,0.0,0.0,False,28.4,62,20.4,30.8,2,0.0,0.0,0.0,0.0,0.0,0,1016.8,1014.6,5,0,0,5,24140.0,0.0,0.07,1.47
2025-06-25 03:00:00,0.0,0.0,False,27.8,66,20.8,30.3,1,0.0,0.0,0.0,0.0,0.0,0,1016.9,1014.7,10,5,0,5,24140.0,0.0,0.06,1.27
2025-06-25 04:00:00,0.0,0.0,False,27.3,68,20.8,29.8,1,0.0,0.0,0.0,0.0,0.0,0,1016.9,1014.7,5,0,0,5,24140.0,0.0,0.06,1.16
2025-06-25 05:00:00,0.0,0.0,False,26.8,70,20.8,29.4,1,0.0,0.0,0.0,0.0,0.0,0,1016.9,1014.7,6,0,0,5,24140.0,0.0,0.05,1.05
2025-06-25 06:00:00,0.0,0.0,False,26.5,72,21.0,29.3,1,0.0,0.0,0.0,0.0,0.0,0,1016.9,1014.7,6,0,0,5,24140.0,0.0,0.06,0.97
2025-06-25 07:00:00,0.0,0.0,False,26.8,70,20.8,29.9,1,0.0,0.0,0.0,0.0,0.0,0,1016.8,1014.6,7,0,0,5,24140.0,0.0,0.09,1.05
2025-06-25 08:00:00,0.0,0.0,False,27.7,66,20.7,30.8,1,0.0,0.0,0.0,0.0,0.0,0,1017.1,1014.9,7,0,0,5,24140.0,0.0,0.21,1.26
2025-06-25 09:00:00,0.0,0.0,False,28.8,62,20.8,31.6,1,0.0,0.0,0.0,0.0,0.0,0,1017.1,1014.9,5,0,0,5,24140.0,0.0,0.35,1.5
2025-06-25 10:00:00,0.0,0.0,False,30.0,57,20.5,33.1,1,0.0,0.0,0.0,0.0,0.0,0,1016.8,1014.6,0,0,0,0,24140.0,0.0,0.48,1.82
2025-06-25 11:00:00,0.0,0.0,False,31.1,52,20.1,34.7,1,0.0,0.0,0.0,0.0,0.0,0,1016.7,1014.5,0,0,0,0,24140.0,0.0,0.6,2.16
2025-06-25 12:00:00,0.0,0.0,False,32.2,48,19.8,36.4,1,0.0,0.0,0.0,0.0,0.0,0,1016.6,1014.4,11,0,0,10,24140.0,0.0,0.69,2.49
2025-06-25 13:00:00,0.0,0.0,False,32.6,46,19.5,36.6,1,0.0,0.0,0.0,0.0,0.0,3,1016.1,1013.9,100,0,0,100,24140.0,0.0,0.71,2.65
2025-06-25 14:00:00,0.0,0.0,False,32.6,46,19.5,35.7,1,0.0,0.0,0.0,0.0,0.0,3,1015.6,1013.4,100,0,0,100,24140.0,0.0,0.7,2.65
2025-06-25 15:00:00,0.0,0.0,False,32.5,47,19.7,35.0,22,0.0,0.0,0.0,0.0,0.0,1,1014.8,1012.6,29,0,0,26,24140.0,0.0,0.71,2.59
2025-06-25 16:00:00,0.0,0.0,False,32.9,44,19.0,34.1,22,0.0,0.0,0.0,0.0,0.0,1,1014.1,1012.0,41,0,0,38,24140.0,0.0,0.67,2.79
2025-06-25 17:00:00,0.0,0.0,False,32.8,45,19.3,33.6,22,0.0,0.0,0.0,0.0,0.0,2,1014.2,1012.1,50,38,0,18,24140.0,0.0,0.57,2.73
2025-06-25 18:00:00,0.0,0.0,False,30.8,55,20.7,34.0,22,0.2,0.0,0.2,0.0,0.0,51,1014.3,1012.1,100,100,0,15,24140.0,0.0,0.17,1.99
2025-06-25 19:00:00,0.0,0.0,False,30.6,55,20.5,34.3,22,0.7,0.0,0.7,0.0,0.0,53,1014.3,1012.1,100,100,0,14,24140.0,0.0,0.08,1.97
2025-06-25 20:00:00,0.0,0.0,False,29.1,60,20.5,31.2,22,0.4,0.0,0.4,0.0,0.0,51,1014.7,1012.5,54,44,5,10,24140.0,0.0,0.14,1.61
2025-06-25 21:00:00,0.0,0.0,False,27.7,67,21.0,30.6,16,0.3,0.0,0.3,0.0,0.0,51,1015.1,1012.9,100,100,100,0,24140.0,0.0,0.08,1.22
2025-06-25 22:00:00,0.0,0.0,False,26.8,71,21.1,29.6,16,0.2,0.0,0.2,0.0,0.0,51,1015.4,1013.2,100,100,100,100,21560.0,0.0,0.04,1.02
2025-06-25 23:00:00,0.0,0.0,False,25.6,79,21.7,28.8,16,0.3,0.0,0.3,0.0,0.0,51,1015.5,1013.3,12,0,5,5,16880.0,0.0,0.02,0.69
2025-06-26 00:00:00,0.0,0.0,False,26.3,76,21.7,30.4,16,0.1,0.0,0.1,0.0,0.0,51,1015.6,1013.4,92,10,14,87,16560.0,0.0,0.01,0.82
2025-06-26 01:00:00,0.0,0.0,False,25.2,83,22.1,29.3,16,0.7,0.0,0.7,0.0,0.0,53,1015.5,1013.3,100,0,78,100,24140.0,0.0,0.0,0.54
2025-06-26 02:00:00,0.0,0.0,False,24.1,88,22.0,27.2,16,0.1,0.0,0.1,0.0,0.0,51,1015.2,1013.0,23,0,8,6,24140.0,0.0,0.01,0.36
2025-06-26 03:00:00,0.0,0.0,False,24.0,89,22.0,27.9,9,1.1,0.0,1.1,0.0,0.0,55,1015.1,1012.9,100,0,62,100,20260.0,0.0,0.0,0.33
2025-06-26 04:00:00,0.0,0.0,False,24.2,88,22.1,28.5,9,0.3,0.0,0.3,0.0,0.0,51,1015.3,1013.1,100,5,100,33,20680.0,0.0,0.0,0.36
2025-06-26 05:00:00,0.0,0.0,False,24.7,87,22.4,29.2,9,0.2,0.0,0.2,0.0,0.0,51,1015.4,1013.2,100,5,100,76,24140.0,0.0,0.0,0.4
2025-06-26 06:00:00,0.0,0.0,False,25.1,85,22.4,29.4,9,0.0,0.0,0.0,0.0,0.0,3,1015.6,1013.4,100,0,100,32,24140.0,0.0,0.03,0.48
2025-06-26 07:00:00,0.0,0.0,False,25.3,83,22.2,29.3,9,0.1,0.0,0.1,0.0,0.0,51,1016.1,1013.9,100,5,100,19,24140.0,0.0,0.05,0.55
2025-06-26 08:00:00,0.0,0.0,False,25.8,78,21.6,29.5,9,0.4,0.0,0.4,0.0,0.0,51,1016.4,1014.2,77,0,68,18,24140.0,0.0,0.14,0.73
2025-06-26 09:00:00,0.0,0.0,False,27.0,71,21.3,30.9,11,0.0,0.0,0.0,0.0,0.0,2,1016.4,1014.2,72,0,5,67,24140.0,0.0,0.31,1.03
2025-06-26 10:00:00,0.0,0.0,False,28.3,64,20.8,32.7,11,0.0,0.0,0.0,0.0,0.0,3,1016.1,1013.9,81,0,63,43,24140.0,0.0,0.43,1.38
2025-06-26 11:00:00,0.0,0.0,False,28.7,62,20.7,32.6,11,0.0,0.0,0.0,0.0,0.0,2,1015.8,1013.6,66,0,60,10,24140.0,0.0,0.54,1.49
2025-06-26 12:00:00,0.0,0.0,False,28.9,61,20.6,32.9,11,0.2,0.0,0.2,0.0,0.0,51,1015.4,1013.2,62,0,52,15,24140.0,0.0,0.61,1.55
2025-06-26 13:00:00,0.0,0.0,False,28.9,61,20.6,32.7,11,0.6,0.0,0.6,0.0,0.0,53,1014.8,1012.6,21,0,5,14,13500.0,0.0,0.64,1.55
2025-06-26 14:00:00,0.0,0.0,False,27.6,67,20.9,30.6,11,0.4,0.0,0.4,0.0,0.0,51,1014.9,1012.7,26,0,10,19,3380.0,0.0,0.58,1.22
2025-06-26 15:00:00,0.0,0.0,False,24.2,86,21.7,26.8,35,2.8,0.0,2.8,0.0,0.0,81,1014.7,1012.5,100,100,14,10,16940.0,0.0,0.25,0.42
2025-06-26 16:00:00,0.0,0.0,False,24.6,85,21.9,26.9,35,0.8,0.0,0.8,0.0,0.0,53,1014.2,1012.0,100,19,10,100,9320.0,0.0,0.37,0.46
2025-06-26 17:00:00,0.0,0.0,False,24.1,87,21.8,26.9,35,1.6,0.0,1.6,0.0,0.0,80,1015.2,1013.0,100,10,10,100,8660.0,0.0,0.31,0.39
2025-06-26 18:00:00,0.0,0.0,False,23.2,91,21.6,25.2,35,4.0,0.0,4.0,0.0,0.0,81,1015.7,1013.5,80,71,10,14,7820.0,0.0,0.14,0.26
2025-06-26 19:00:00,0.0,0.0,False,22.9,91,21.3,24.5,35,2.1,0.0,2.1,0.0,0.0,80,1015.3,1013.1,100,30,100,100,24140.0,0.0,0.09,0.25
2025-06-26 20:00:00,0.0,0.0,False,21.9,94,20.9,22.9,35,1.6,0.0,1.6,0.0,0.0,80,1016.3,1014.1,100,0,5,100,8360.0,0.0,0.05,0.16
2025-06-26 21:00:00,0.0,0.0,False,21.5,94,20.5,21.9,26,0.0,0.0,0.0,0.0,0.0,3,1016.6,1014.4,100,32,5,100,24140.0,0.0,0.02,0.15
2025-06-26 22:00:00,0.0,0.0,False,20.9,95,20.0,21.3,26,1.0,0.0,1.0,0.0,0.0,55,1017.7,1015.5,98,75,5,87,11140.0,0.0,0.0,0.12
2025-06-26 23:00:00,0.0,0.0,False,20.7,94,19.7,20.4,26,0.5,0.0,0.5,0.0,0.0,53,1017.4,1015.2,100,100,5,100,24140.0,0.0,0.01,0.15
2025-06-27 00:00:00,0.0,0.0,False,20.3,92,18.9,19.5,26,0.0,0.0,0.0,0.0,0.0,3,1017.5,1015.3,100,100,5,100,24140.0,0.0,0.02,0.19
2025-06-27 01:00:00,0.0,0.0,False,20.0,88,17.9,18.9,26,0.0,0.0,0.0,0.0,0.0,3,1017.6,1015.3,100,100,5,100,24140.0,0.0,0.03,0.28
2025-06-27 02:00:00,0.0,0.0,False,19.7,88,17.6,18.7,26,0.0,0.0,0.0,0.0,0.0,3,1017.6,1015.3,100,100,5,100,24140.0,0.0,0.03,0.27
2025-06-27 03:00:00,0.0,0.0,False,19.5,89,17.6,18.9,20,0.1,0.1,0.0,0.0,0.0,51,1017.6,1015.3,100,100,5,100,24140.0,0.0,0.02,0.25
